Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46
1128.0,2498.412,2897.19,1586.583,2350.421,3064.19,1495.381,1432.351,2242.25,749.909,888.273,2693.6,1662.467,2827.269,2283.412,3737.077,1641.0,2175.467,1493.714,2945.895,3273.684,707.053,1486.947,1131.632,2875.24,1294.0,1959.194,2985.138,2381.077,1910.25,1404.5,1330.706,2543.875,2416.222,2821.323,2595.385,5942.846,1861.76,3224.833,2953.333,3384.029,1763.273,4115.926,2312.925,3066.263,1663.5,1597.5,3830.075,1569.385,1449.157,1963.625,2054.576,1778.404,1770.379,1871.289,533.375,1319.406,552.778,874.104,762.559,1201.276,477.087,1786.966,1328.457,953.867,1506.579,649.5,537.211,494.067,547.773,1202.028,1904.032,976.37,1207.375,1822.686,2356.936,2299.875,582.875,820.421,810.326,1229.95,973.042,1609.636,1263.684,2259.633,1727.214,1382.577,2251.708,665.926,837.514,2132.457,2090.29,2439.864,2048.771,1278.826,1337.714,933.222,1521.756,458.733,491.114,1688.034,513.0,1262.0,302.148,455.381,783.957,595.148,801.148,1371.619,1524.667,1093.348,1321.5,1242.44,675.36,1084.957,1398.407,490.786,1390.0,2240.196,2902.258,3322.607,2358.545,1893.273,822.667,1120.468,985.111,698.462,643.667,650.96,3198.905,720.536,746.5,1225.739,1957.435,1062.632,1579.389,1154.15,1019.575,3720.464,1278.849,2320.054,1045.538,820.0,851.69,1243.057,869.406,758.833,660.696,445.667,2125.545,1105.364,1055.312,1649.15,972.6,739.897,1472.957,1732.71,1671.731,739.591,500.192,1247.788,697.545,467.778,1567.929,1064.862,610.88,1342.3,682.778,665.556,1340.591,1586.083,599.276,857.095,978.636,1699.6
1303.5,2792.353,3123.572,1715.333,2491.158,2987.952,1696.19,1350.946,2267.75,892.727,932.727,2702.55,1593.067,2889.423,2390.529,3730.885,1584.25,2043.133,1240.214,2863.579,2959.21,599.789,1401.158,1105.947,2947.64,1310.52,1918.613,3058.862,2532.385,2038.0,1398.2,1441.706,2600.875,2426.167,2750.5,2699.154,5842.115,1936.92,3209.625,3035.778,3494.882,1824.727,4009.481,2434.4,3112.316,1597.4,1720.344,3774.825,1630.462,1480.88,1971.25,2016.697,1700.362,1758.379,1939.789,631.958,1357.156,511.222,920.729,816.765,1144.862,418.435,1815.552,1297.674,1114.267,1575.079,598.458,561.105,640.533,507.864,1212.583,1867.222,988.482,1237.531,1943.2,2518.064,2219.75,600.75,811.579,823.628,1083.1,1051.042,1612.818,1182.947,2407.1,1851.786,1340.769,2372.208,703.222,819.371,2123.029,1979.548,2535.318,2074.958,1395.217,1260.114,1007.278,1601.444,447.933,469.136,1596.793,532.621,1290.121,367.407,484.333,768.957,626.667,868.037,1342.357,1469.026,1153.0,1348.5,1189.36,701.92,1009.34,1336.296,488.071,1407.551,2167.804,3082.323,3310.214,2513.758,1869.909,740.69,1062.426,1070.815,717.25,520.767,614.8,2236.952,1129.143,760.278,1410.174,2083.652,865.0,1241.333,1287.9,925.825,3908.678,1272.758,2451.865,1250.615,1057.067,1140.0,1361.171,953.375,831.292,823.565,535.5,2053.364,1056.545,1049.094,1881.1,1304.48,695.069,1239.304,1467.419,1872.885,694.0,837.808,1315.0,1204.136,796.593,1465.571,1210.517,461.44,1312.5,959.778,822.806,922.727,1924.917,568.69,773.667,749.864,1164.96
1149.786,2410.882,2944.381,1647.333,2439.263,2967.333,1487.762,1417.324,2308.917,760.545,793.273,2599.9,1620.2,2852.423,2286.765,3831.308,1640.875,2031.667,1278.714,2914.421,3299.579,668.0,1540.316,1274.263,2805.76,1356.04,1893.065,3008.931,2457.769,2247.25,1470.45,1347.647,2535.125,2387.556,2622.5,2704.077,5937.461,2023.72,3282.25,2973.667,3390.971,1804.909,3935.407,2362.025,3157.737,1745.15,1701.875,3717.775,1584.462,1511.048,1953.938,1960.364,1762.489,1820.362,1870.684,553.458,1321.469,584.963,948.958,806.412,1146.448,493.0,1815.103,1310.217,988.067,1496.684,612.5,594.895,656.533,512.5,1270.806,1807.19,885.074,1260.531,1807.4,2553.645,2310.625,540.25,917.632,838.442,1218.1,955.792,1716.727,1303.368,2429.733,1811.286,1339.769,2467.125,696.63,804.886,2248.0,2008.871,2445.136,2247.583,1321.739,1262.429,994.556,1686.511,502.6,435.659,1654.414,524.828,1335.515,369.667,416.619,776.217,596.593,814.222,1352.262,1461.205,1058.652,1294.346,1384.68,665.72,1013.0,1426.222,452.25,1426.878,2125.587,3087.452,3220.464,2619.848,1804.182,746.5,1050.447,1131.815,765.75,594.633,684.92,2380.119,1113.214,689.722,1582.348,2054.348,1053.842,1251.389,1326.65,1057.8,4019.428,1067.849,2095.946,1211.308,1124.667,1202.103,1308.286,1112.688,871.542,744.0,561.967,1868.182,1146.773,979.969,1703.85,1175.48,648.517,1164.522,1391.323,1646.115,698.545,849.538,1231.03,1089.682,719.037,1401.607,1251.966,449.88,1136.175,913.407,819.583,843.273,1715.375,553.448,613.476,660.636,1036.12
1137.286,2472.941,2913.286,1690.083,2448.895,2983.095,1516.762,1367.838,2403.875,826.909,899.091,2525.95,1643.267,2935.731,2287.941,3800.077,1756.0,2066.733,1376.571,2732.053,3256.526,636.632,1378.263,1224.158,2900.16,1263.76,1879.548,3028.655,2371.154,2136.0,1374.15,1425.294,2453.625,2585.722,2669.823,2677.231,5810.115,1901.2,3331.542,3182.389,3541.265,1658.136,3935.37,2472.75,3237.21,1704.65,1859.875,3727.575,1452.615,1594.53,1918.562,2012.091,1706.064,1706.845,1849.0,584.083,1300.281,504.111,929.375,833.882,1127.793,498.217,1773.931,1329.587,1072.333,1484.421,589.958,562.0,645.0,472.227,1224.056,1915.667,999.482,1239.25,1794.914,2358.064,2257.0,531.542,778.263,841.465,1120.3,1007.875,1680.0,1200.0,2361.133,1768.286,1357.692,2359.458,661.407,790.171,2226.086,2027.968,2543.591,2064.375,1459.87,1257.2,932.611,1629.756,486.6,423.523,1620.897,444.138,1319.636,345.889,411.524,862.217,622.111,780.778,1408.571,1497.897,1080.87,1248.923,1335.12,652.12,1107.894,1335.481,553.429,1551.592,2112.957,2943.161,3161.143,2597.879,1932.03,736.738,1048.234,1142.037,719.808,607.367,695.8,2773.952,1044.964,838.278,1395.478,2109.261,972.947,1433.333,1302.2,1127.45,3788.607,1025.333,1847.243,1233.077,1151.133,1106.69,1291.943,1143.719,1037.625,700.783,631.2,1962.091,1168.227,1053.906,1658.55,1260.48,687.069,1280.174,1507.065,1794.269,670.182,638.846,1219.879,1047.409,642.482,1455.036,1181.379,478.08,1078.75,913.407,774.806,895.591,1811.167,521.966,686.381,575.909,880.28
1161.5,2465.647,2912.619,1484.417,2408.263,3012.19,1437.619,1419.676,2406.208,793.727,953.273,2608.2,1604.267,2851.885,2475.588,3745.577,1784.0,1994.267,1505.5,2804.0,3395.579,616.526,1328.105,1141.421,2745.8,1372.36,1921.484,2946.31,2193.461,1945.125,1507.1,1308.294,2527.5,2570.444,2714.0,2660.654,5958.461,1905.0,3381.292,3118.333,3363.294,1788.818,3905.222,2330.5,3037.053,1810.1,1695.656,3721.45,1563.462,1555.385,1898.125,2022.879,1750.383,1731.638,1894.237,491.833,1324.469,589.556,978.104,828.706,1080.552,483.609,1892.034,1296.674,985.4,1449.0,664.833,490.421,636.467,407.0,1266.139,1867.492,857.593,1213.5,1724.114,2391.258,2284.333,542.083,699.579,861.558,1160.9,964.167,1650.636,1279.842,2323.3,1614.5,1348.885,2309.542,615.482,792.714,2159.6,2014.645,2401.273,2148.5,1516.087,1299.714,884.667,1583.089,431.333,454.864,1644.621,501.621,1422.909,375.815,420.333,769.957,615.111,867.148,1428.429,1498.359,1085.304,1294.5,1316.96,660.36,1063.383,1351.889,513.357,1486.143,2155.522,2941.677,3096.036,2576.333,1987.03,706.952,1032.66,1105.667,735.904,544.333,649.48,2861.81,1064.857,826.778,1557.043,2185.217,1000.421,1122.5,1215.1,977.125,4011.536,1375.667,2638.432,1305.538,977.267,978.414,1315.771,906.625,702.875,704.13,612.6,2004.515,1119.182,975.0,1625.65,1093.76,703.31,1292.783,1601.871,1766.269,801.955,622.346,1144.182,1008.455,671.889,1457.464,1339.966,538.84,1350.95,785.148,750.556,1042.045,1775.875,569.241,749.857,805.0,1435.68
1189.929,2629.059,2959.81,1676.25,2507.158,3053.857,1492.857,1511.405,2337.875,871.545,941.091,2737.75,1622.333,2986.385,2372.118,3864.577,1701.375,2001.733,1313.5,2704.316,3295.842,659.737,1408.526,1222.158,2918.36,1355.0,1899.452,3074.0,2333.615,2077.5,1364.6,1429.059,2516.5,2402.444,2818.559,2583.654,5902.461,1868.0,3258.5,3154.667,3426.353,1854.955,3908.556,2429.7,3233.632,1762.55,1853.156,3744.175,1567.154,1558.759,1954.781,2019.667,1711.702,1755.259,1920.947,556.458,1377.219,551.222,954.0,806.941,1101.103,511.739,1838.241,1281.674,1069.733,1417.5,777.875,503.474,520.267,478.727,1252.333,1887.556,964.815,1283.406,1686.857,2257.581,2317.958,531.167,796.632,808.419,1189.25,1085.708,1648.727,1322.421,2343.0,1751.214,1181.385,2346.917,599.407,736.971,2189.572,1996.097,2518.0,2106.646,1411.348,1433.914,893.111,1707.933,485.267,462.0,1587.828,595.793,1361.909,358.852,467.619,745.217,629.185,834.63,1356.619,1532.051,1151.826,1239.462,1305.6,732.2,985.106,1312.074,486.321,1431.857,2214.587,3118.419,3185.428,2609.242,1869.121,702.81,1022.553,1199.704,747.288,549.433,696.88,2453.167,1190.821,778.778,1689.174,2161.217,833.211,894.111,1456.65,892.725,3997.822,1623.151,2987.378,1064.077,874.0,970.724,1358.086,725.375,640.75,708.609,495.267,1977.909,1073.682,1008.062,1619.25,1063.28,731.034,1398.957,1645.0,1633.538,699.182,509.038,1121.667,888.955,492.0,1444.143,1078.345,622.28,1314.7,773.593,676.528,1210.318,1585.833,651.034,811.524,845.682,1334.4
1143.857,2808.588,3019.238,1738.333,2582.421,2999.524,1656.238,1386.108,2084.458,824.545,815.909,2509.6,1461.267,2785.269,2271.706,3698.846,1694.625,1581.533,1150.786,2746.105,2591.632,675.947,1617.474,1285.579,2868.2,1346.64,1968.581,2971.379,2636.461,2253.75,1385.3,1586.0,2537.375,2272.944,2802.235,2744.808,5646.615,1815.8,3367.208,2791.444,3352.323,1755.545,4013.0,2372.85,3088.263,1657.4,1726.031,3747.1,1507.154,1565.88,1928.719,2085.515,1734.426,1665.845,1849.789,608.875,1225.656,530.741,981.979,760.324,1074.138,466.043,1773.138,1309.239,1084.467,1364.026,682.833,505.737,639.8,502.409,1231.806,1855.921,923.037,1268.156,1834.229,2356.903,2314.958,555.417,796.158,842.93,1199.65,943.583,1742.091,1177.632,2245.867,1781.0,1374.231,2366.583,679.296,760.857,2256.343,2035.226,2513.773,2032.75,1459.652,1343.6,949.167,1540.867,389.2,456.932,1673.138,481.069,1349.758,400.407,415.048,746.348,669.148,800.593,1339.429,1496.615,1122.13,1273.846,1393.08,683.36,1088.979,1491.815,517.679,1440.163,2227.783,2916.097,3208.428,2555.03,1910.364,735.643,996.255,970.148,657.75,479.5,639.16,2256.119,1137.429,734.611,1850.826,2227.652,812.684,821.444,1480.3,950.65,3936.714,1553.909,2839.919,1262.308,833.2,978.552,1347.314,758.781,630.667,740.174,510.5,2003.303,1089.5,1118.75,1568.5,1107.4,638.448,1258.435,1667.419,1588.577,658.227,575.885,1103.182,828.955,627.556,1498.179,1228.31,601.32,1205.625,784.704,727.389,1066.545,1627.042,607.69,731.381,823.045,1220.96
1293.929,2781.235,3054.905,1751.333,2445.368,2950.095,1541.095,1499.865,2330.5,786.636,894.273,2574.1,1483.467,2805.961,2180.882,3766.846,1573.875,1879.733,1322.857,2557.368,3231.947,703.474,1358.737,1291.053,2651.48,1352.12,1842.774,2930.966,2320.308,2108.0,1492.9,1355.529,2388.375,2650.778,2692.177,2829.885,5924.846,1833.96,3296.333,2947.667,3382.794,1693.409,3850.111,2284.225,3235.053,1700.8,1888.281,3633.475,1277.308,1652.554,1820.562,2067.061,1771.553,1746.138,1877.579,532.042,1331.125,564.593,1033.021,732.412,1091.931,474.217,1845.483,1289.522,1017.2,1424.605,695.667,480.947,543.333,482.773,1272.333,1938.968,872.037,1156.875,1635.086,2191.064,2289.417,525.292,736.684,761.395,1220.45,957.833,1722.091,1360.053,2385.667,1677.714,1341.769,2433.417,601.593,771.286,2221.457,2080.484,2624.5,2015.0,1441.261,1377.514,921.444,1555.911,376.533,477.614,1661.172,518.966,1337.364,372.185,447.381,750.304,598.407,828.704,1370.667,1461.897,1146.957,1275.423,1299.24,659.44,1002.681,1376.63,494.964,1419.551,2225.826,2998.161,3280.786,2436.152,1957.939,720.048,1038.043,1037.148,719.096,595.467,554.24,2380.452,1207.214,801.056,1581.696,2289.304,891.368,980.833,1469.0,919.95,3906.143,1508.697,2803.865,1175.385,891.2,1028.069,1351.6,838.812,738.042,714.391,537.1,1991.576,1217.364,1028.281,1487.35,1044.6,664.034,1344.478,1597.387,1562.692,654.818,644.692,1097.849,921.364,683.333,1477.25,1251.931,532.68,1257.225,883.63,748.083,971.727,1617.583,581.345,763.286,850.091,1326.76
1462.0,2890.941,3159.143,1858.417,2857.632,3081.905,1652.714,1389.568,1986.292,762.818,782.455,2566.7,1540.4,2670.269,2068.529,3799.385,1605.0,2028.733,1138.071,2622.632,3017.421,744.737,1478.053,1229.0,2853.44,1389.0,1984.968,3038.896,2400.077,2171.375,1489.25,1438.412,2711.75,2373.111,2705.677,2822.5,6063.539,1718.92,3372.0,2856.167,3485.794,1654.864,4039.444,2421.725,2910.421,1695.25,1878.812,3671.125,1338.538,1633.277,1896.094,2074.121,1846.255,1717.138,1892.158,537.042,1269.219,543.444,1057.375,744.559,1114.0,437.522,1939.276,1268.935,1020.4,1510.842,707.792,565.053,578.667,449.0,1263.278,1904.905,916.963,1241.594,1629.4,2286.064,2192.083,490.458,761.158,799.163,1252.35,967.208,1604.636,1186.0,2296.633,1801.857,1296.038,2354.042,673.0,766.343,2195.943,2066.742,2468.636,2020.604,1347.304,1363.543,989.5,1616.267,446.067,436.795,1640.655,503.552,1370.364,393.407,433.667,747.913,637.852,842.0,1312.452,1477.308,1122.565,1298.192,1363.04,792.84,1046.362,1433.0,486.5,1480.429,2136.37,2970.484,3328.464,2392.061,1870.091,788.452,976.872,1056.222,653.596,573.633,599.92,2505.5,1211.143,832.222,1645.522,2223.174,992.789,1062.667,1444.05,994.425,3909.893,1323.03,2416.297,1275.538,943.8,1009.103,1274.286,986.625,772.333,760.696,609.433,1885.879,1037.682,1061.312,1542.7,1084.08,665.345,1344.783,1627.323,1607.808,735.636,594.308,1235.879,841.318,553.0,1412.893,1207.138,543.84,1193.475,809.889,672.611,1085.455,1616.417,593.828,777.143,828.273,1286.4
1165.714,2717.588,3077.048,1657.583,2507.842,2971.048,1585.762,1550.081,2224.75,822.909,913.636,2586.9,1624.8,2762.461,2226.177,3733.154,1691.75,1704.867,1151.571,2630.158,2859.737,786.211,1531.105,1196.737,2874.96,1275.52,1955.097,2956.862,2275.077,2075.25,1361.8,1460.0,2503.375,2357.667,2649.471,2872.769,5858.077,1921.76,3384.0,2958.5,3476.147,1874.818,4057.704,2454.85,3090.263,1653.2,1911.5,3562.275,1450.769,1648.024,1876.062,2049.485,1830.979,1700.466,1904.237,597.667,1264.094,565.259,1046.229,714.471,1147.103,424.217,1858.138,1252.978,1089.2,1465.395,727.542,473.368,580.467,511.455,1324.278,1899.397,990.815,1201.281,1753.371,2419.064,2290.375,517.0,707.0,768.163,1400.2,1048.292,1656.818,1227.421,2334.9,1726.357,1338.846,2344.583,645.963,830.4,2161.2,2060.839,2685.636,1977.854,1412.043,1428.743,866.944,1619.978,395.6,492.727,1574.034,515.931,1398.849,425.185,477.095,825.783,617.667,806.259,1390.095,1525.051,1232.261,1255.769,1318.2,692.72,1049.638,1355.148,510.536,1596.102,2152.978,3038.419,3200.786,2574.152,2002.364,752.976,1025.489,1100.741,696.212,562.533,707.2,2229.286,1224.964,747.0,1759.826,2395.087,859.842,967.889,1570.55,932.5,3931.393,1573.909,2654.406,1419.231,1129.133,1151.897,1354.8,834.938,742.542,736.565,711.567,1951.273,1108.455,911.812,1673.1,1239.92,643.966,1240.87,1589.581,1551.5,725.773,676.5,1209.849,981.182,655.741,1408.071,1207.621,497.64,1235.0,844.778,695.278,1001.864,1633.375,634.621,747.476,795.5,1234.16
1133.714,2452.882,3072.714,1475.417,2450.21,3063.762,1529.952,1505.595,2152.542,865.545,961.636,2665.5,1697.6,2830.0,2291.588,3757.154,1564.0,2032.333,1323.5,2627.737,3036.579,658.211,1409.895,1291.632,2850.08,1207.32,1846.742,3019.862,2337.923,1980.375,1501.5,1462.647,2552.25,2377.333,2721.118,2696.731,5962.539,1900.48,3322.333,3175.111,3529.5,1720.045,3956.519,2319.525,3182.0,1649.8,1871.344,3783.25,1360.923,1635.904,1944.625,2092.636,1868.617,1681.017,1926.079,622.875,1282.469,545.444,1077.917,820.206,1080.793,457.522,1920.759,1212.196,1139.467,1554.632,790.917,534.421,592.467,541.864,1347.028,1879.762,909.852,1268.969,1702.943,2513.129,2355.75,576.917,784.421,781.0,1315.75,982.333,1831.727,1242.684,2418.033,1746.286,1402.346,2348.375,607.889,806.971,2254.114,2096.032,2752.864,2165.208,1429.696,1431.543,889.0,1635.067,431.667,440.023,1514.552,504.103,1358.061,417.852,426.952,768.304,643.556,807.63,1401.071,1514.103,1187.087,1219.346,1428.56,652.36,1052.298,1297.0,492.679,1533.306,2158.326,3067.968,3152.178,2642.727,1931.03,697.571,1015.277,1052.63,708.673,563.367,730.92,2026.571,1282.143,823.944,1898.261,2352.565,891.579,1008.111,1558.05,929.675,4126.393,1690.242,3068.189,1066.923,786.4,809.483,1293.971,744.562,537.167,603.913,460.167,1911.333,1085.409,996.094,1517.75,948.36,727.276,1430.478,1607.774,1483.808,706.955,495.115,1235.485,828.5,496.926,1409.643,1136.379,564.24,1276.225,756.926,722.0,1107.909,1581.208,617.621,690.619,865.0,1230.04
1030.357,2635.823,2907.0,1603.333,2493.842,2950.0,1403.714,1475.378,2281.583,826.182,999.636,2750.2,1640.133,2968.961,2428.353,3831.039,1418.75,2092.867,1460.929,2892.579,3277.263,633.842,1337.474,1163.579,2807.2,1247.48,1929.0,2930.552,2109.846,1985.0,1400.85,1371.765,2267.25,2543.389,2636.677,2888.423,5837.961,1830.4,3266.5,2834.167,3411.441,1791.591,3930.815,2324.925,3196.368,1713.0,1877.375,3817.275,1382.0,1618.458,2006.531,2044.273,1776.34,1735.362,1816.842,612.167,1215.594,527.296,1100.146,751.235,1136.172,460.217,1786.759,1299.761,1115.8,1441.132,751.792,492.579,539.6,441.091,1285.167,1916.286,907.704,1300.781,1677.257,2324.742,2419.125,543.0,676.053,781.465,1118.15,996.417,1536.455,1229.579,2285.067,1671.286,1388.115,2326.083,612.926,715.314,2068.857,2086.129,2564.727,1996.333,1398.13,1356.8,857.333,1563.956,462.0,443.818,1454.31,527.241,1339.545,347.37,461.667,744.435,683.63,812.63,1404.095,1571.179,1252.261,1199.846,1341.2,721.76,946.319,1344.074,521.821,1416.061,2177.022,3151.323,3212.143,2553.152,1912.151,683.357,1024.383,1173.852,750.288,512.333,681.36,2298.286,1244.286,776.389,1833.957,2388.609,821.053,956.5,1608.75,995.075,4036.5,1826.788,3220.568,1295.538,779.867,934.0,1302.771,683.094,590.042,623.304,531.433,1977.788,1102.045,960.75,1554.6,1057.2,635.0,1344.087,1590.065,1461.731,709.545,609.192,1123.667,849.182,526.259,1343.75,1118.931,608.64,1239.55,730.63,671.778,1141.955,1471.667,600.759,721.905,904.909,1396.52
1159.429,2712.059,3179.381,1694.5,2635.895,3088.667,1637.048,1394.703,2216.958,777.364,907.455,2767.4,1533.667,2907.654,2415.823,3774.692,1393.5,2106.933,1456.143,2948.105,3207.684,688.0,1377.737,1128.632,2879.0,1302.4,1916.194,2900.241,2169.077,2023.625,1473.1,1358.412,2520.375,2410.278,2737.118,2843.731,5869.846,1960.52,3398.542,3004.611,3576.971,1880.545,3932.815,2400.5,3103.684,1680.45,1866.594,3824.475,1444.615,1621.88,1926.344,2037.697,1682.319,1695.983,1880.211,607.5,1292.562,543.741,1121.333,789.853,1086.379,513.652,1828.483,1240.5,1136.267,1452.026,656.042,500.789,635.067,512.182,1341.75,1837.286,870.111,1259.562,1789.771,2455.194,2262.042,520.0,679.158,779.884,1117.2,950.333,1717.909,1129.158,2364.467,1676.714,1374.577,2333.208,663.963,738.229,2226.971,2053.355,2534.409,2092.562,1369.652,1317.886,904.389,1549.311,446.667,420.977,1687.414,507.069,1414.576,393.593,494.238,694.565,585.185,806.963,1331.024,1357.923,1115.783,1313.654,1459.8,641.32,1165.085,1413.444,528.964,1405.082,2214.261,2853.323,3257.393,2419.727,2028.424,750.738,1008.255,1001.593,643.788,581.833,561.68,2069.381,1201.25,853.611,1624.304,2311.609,915.421,969.667,1522.0,991.875,4106.071,1740.212,3186.811,1146.615,640.067,892.0,1284.943,655.812,490.792,579.304,416.167,1960.091,1013.182,989.406,1590.8,980.4,597.586,1368.435,1641.516,1531.385,753.409,525.462,1138.818,875.727,605.482,1424.393,1190.552,505.76,1243.675,823.444,674.056,998.864,1464.708,588.379,758.619,869.409,1355.8
1068.429,2666.353,3036.714,1524.917,2598.0,2960.905,1484.857,1450.486,2262.25,775.273,862.364,2698.2,1562.2,2778.961,2331.882,3792.577,1641.75,2078.267,1427.5,2792.79,3306.263,736.947,1356.947,1134.368,2960.76,1275.84,1900.613,2858.138,2347.154,2178.75,1510.35,1410.588,2353.375,2328.056,2731.177,2838.269,6018.039,2023.76,3424.583,3185.0,3455.265,1815.636,4048.556,2403.85,3036.263,1642.7,1855.906,3717.55,1507.538,1529.639,1931.688,2112.939,1726.468,1665.534,1947.316,551.875,1295.594,578.963,1082.354,784.912,1178.69,476.652,1822.655,1272.13,1101.333,1417.921,708.458,565.421,616.2,506.136,1329.889,1846.508,936.074,1293.375,1735.543,2491.903,2294.458,546.458,727.368,766.953,1200.05,885.583,1735.0,1128.105,2363.7,1678.0,1384.346,2555.792,678.111,834.143,2265.857,1996.419,2309.409,2127.583,1405.739,1426.229,930.444,1617.111,464.867,382.023,1659.517,610.69,1535.697,372.778,413.095,637.739,633.037,819.963,1194.071,1358.128,1112.913,1308.231,1472.24,759.44,1160.447,1556.593,466.179,1328.735,2142.152,2862.097,3288.322,2374.485,1937.788,735.643,1000.085,886.926,661.019,565.367,571.12,2274.5,1247.321,822.0,1787.304,2497.609,889.632,999.444,1605.05,1022.175,3945.178,1546.273,2635.676,1258.615,1123.0,1229.207,1310.229,882.406,821.417,666.261,665.3,1952.97,1050.591,886.969,1627.4,1354.44,700.931,1097.043,1246.129,1621.538,740.136,932.346,1388.849,1189.364,810.556,1450.714,1017.759,267.12,730.0,937.148,827.056,668.636,1602.417,540.069,712.238,389.273,696.44
1223.643,2915.471,3083.857,1714.583,2591.737,3119.81,1610.0,1406.054,2088.375,774.545,995.636,2692.15,1536.933,2859.961,2299.471,3825.231,1585.875,1915.333,1291.357,2719.842,3130.158,785.158,1358.211,1260.947,2928.52,1235.52,1980.129,2850.759,2307.692,2123.5,1433.25,1425.588,2648.5,2478.833,2671.294,2848.577,5793.461,2019.32,3331.125,3177.889,3384.412,1793.818,4077.222,2508.9,3185.105,1693.1,1834.0,3676.025,1471.846,1599.422,2102.594,2046.303,1762.638,1659.379,1813.237,557.375,1165.906,538.37,1099.021,740.647,1068.517,453.435,1918.138,1201.326,1142.067,1414.816,655.542,582.158,581.0,549.0,1329.139,1924.714,971.482,1292.656,1749.086,2443.581,2306.917,552.5,737.789,805.372,1216.75,1026.333,1554.273,1219.579,2374.9,1685.071,1387.077,2531.583,668.37,769.6,2273.8,2008.677,2783.0,2094.396,1483.348,1423.8,975.222,1569.911,402.533,396.068,1573.724,603.138,1421.667,380.815,428.333,713.0,639.963,878.185,1267.167,1477.615,1116.348,1397.846,1437.2,636.04,1212.064,1520.148,450.464,1419.122,2141.63,2918.548,3355.214,2351.939,1973.849,759.786,979.362,878.444,675.058,603.9,562.88,2920.643,814.607,1026.722,1293.043,2234.391,949.632,1312.056,1440.7,1063.025,4001.964,1128.697,1678.703,1331.615,1576.2,1463.966,1308.229,1340.844,1022.375,765.435,720.567,1634.576,961.318,634.75,1296.75,1452.6,672.345,991.913,1177.71,1713.423,642.636,1129.885,1730.03,1603.409,680.111,1527.107,528.276,203.32,408.05,833.148,843.139,434.136,1235.25,521.586,738.0,296.182,699.76
