Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46
1186.0,2538.882,2382.762,1710.5,2469.263,2817.524,1219.0,1585.405,2234.708,883.818,1022.091,2519.5,1767.933,3007.385,2303.412,3584.423,1587.875,2094.2,1481.357,2839.526,3285.632,604.632,1450.632,1218.263,2962.2,1118.68,1722.323,3183.483,2084.308,2181.75,1524.5,1341.882,2098.5,2403.611,2842.647,2401.961,5783.269,1750.56,3174.333,2204.944,3091.677,1721.727,3730.37,2077.75,2618.842,1652.9,1643.406,3530.9,1466.615,1363.434,1841.5,1871.939,1468.298,1923.5,1796.026,497.667,1360.844,475.556,1087.521,682.029,1043.897,305.043,1820.517,1304.565,885.267,1301.053,603.958,509.842,563.067,533.545,812.222,1750.968,905.185,1194.406,1627.886,2345.677,2090.417,472.167,718.0,792.884,1363.0,1723.458,1710.909,1287.053,2418.333,1756.857,1445.692,2340.875,683.556,868.0,1742.0,1734.839,2492.409,2095.375,1121.652,959.143,996.0,1299.311,373.333,403.773,1694.621,374.517,906.606,376.037,401.381,643.13,540.741,709.407,1280.167,1313.692,901.217,1449.731,956.6,768.24,1687.766,1521.667,479.607,1116.776,2252.239,2989.29,3397.143,2477.636,1601.939,983.571,1179.915,1137.259,659.135,836.533,526.2,2213.0,1415.964,613.667,1980.696,2031.522,797.474,752.556,1341.0,785.9,3253.214,1552.091,2891.135,966.0,618.867,991.793,1538.086,713.188,692.625,519.087,393.5,1960.818,1170.864,1267.875,1725.2,879.8,690.483,1566.304,1816.516,2089.231,792.818,566.615,1351.909,974.682,540.222,1558.643,1285.862,816.32,1520.85,728.815,887.5,1584.909,1662.167,649.379,867.048,892.818,1263.24
1097.571,2494.647,2421.476,1589.167,2267.526,2867.857,1290.429,1583.973,2366.333,769.909,990.091,2519.95,2018.0,2906.5,2698.177,3795.923,1427.0,2170.733,1623.143,2708.421,3461.0,484.842,1465.211,1189.316,2710.12,1230.52,1863.484,3137.621,1872.0,1892.375,1380.25,1258.941,1959.5,2594.167,2712.765,2417.539,5915.423,1616.16,3011.917,2239.056,3091.382,1562.773,3772.741,1986.05,2563.579,1630.5,1605.781,3612.85,1456.923,1377.084,1983.781,1936.0,1632.638,1892.31,1786.211,521.458,1313.969,518.0,1096.646,652.0,1015.31,359.826,1809.31,1190.565,809.467,1295.974,583.75,497.053,567.667,450.273,784.667,1723.952,917.296,1234.781,1735.657,2473.032,2222.708,516.625,700.895,818.535,1366.05,1788.708,1493.909,1321.474,2392.567,1846.857,1456.577,2408.583,667.037,815.543,1738.943,1662.452,2701.545,1921.479,1231.652,981.143,844.667,1311.822,410.867,469.705,1712.724,375.241,835.879,345.815,416.333,697.043,506.444,815.852,1401.333,1353.077,940.87,1291.192,1038.6,675.84,1719.957,1410.37,471.679,1203.469,2149.478,2862.161,3351.857,2201.515,1747.273,982.833,1217.213,1102.926,689.596,855.933,532.32,2357.119,1264.607,635.333,1884.957,1841.478,851.737,647.778,1134.15,774.475,3372.178,1904.182,3425.459,942.462,775.8,1143.379,1552.971,507.219,555.333,520.391,491.433,2075.788,1153.273,1370.188,2041.45,1078.16,666.448,1419.087,1896.226,2238.923,784.5,531.654,1281.818,982.773,549.815,1436.071,1196.0,828.08,1444.225,801.741,902.722,1656.091,1541.167,664.276,859.476,1044.091,1606.0
1027.286,2175.647,2240.762,1394.417,2273.158,2838.619,1049.857,1589.703,2445.0,930.364,1015.727,2733.6,2121.0,3003.615,2705.823,3664.192,1705.125,2465.933,1877.214,2838.158,3951.579,455.737,1231.211,1155.053,2673.88,1121.44,1814.516,2900.862,1884.923,2036.375,1454.4,1342.177,1959.875,2577.333,2628.735,2209.115,5802.5,1651.8,2962.292,2126.611,3123.471,1604.0,3479.593,1932.7,2527.158,1692.25,1657.219,3588.575,1403.231,1521.795,1997.625,1958.151,1525.064,1874.19,1721.0,538.458,1275.531,455.963,1086.188,659.324,943.586,374.0,1706.828,1204.239,816.2,1200.553,669.833,500.421,637.8,468.909,769.306,1742.476,785.37,1162.062,1664.143,2360.516,2141.167,470.625,672.368,773.419,1474.15,1802.167,1736.545,1283.158,2488.133,1870.571,1428.077,2396.167,651.037,807.029,1761.314,1680.387,2680.273,2005.729,1270.13,953.943,881.556,1273.067,454.733,430.295,1687.138,343.0,858.273,356.148,433.286,689.913,522.556,768.741,1348.19,1373.077,928.174,1340.731,1104.96,709.76,1627.723,1463.259,444.143,1167.551,2304.609,2821.484,3167.357,2304.545,1760.455,997.571,1170.702,1096.444,599.904,851.667,545.04,2036.714,1387.607,523.5,2011.739,2134.522,887.053,761.222,1213.05,815.575,3407.357,1795.879,3233.676,913.154,657.8,828.483,1496.4,601.812,493.292,503.609,311.2,2128.182,1069.182,1325.344,1901.35,798.72,660.414,1636.739,2015.387,2146.808,801.409,376.808,1187.576,829.5,484.889,1465.714,1179.759,861.2,1475.45,646.37,789.417,1665.273,1561.958,643.724,911.81,1027.864,1399.24
1093.857,2420.588,2349.619,1524.667,2283.579,2890.333,1187.524,1580.919,2346.167,935.273,931.909,2668.0,1821.467,2931.192,2555.765,3888.769,1611.0,2035.933,1596.929,2846.105,3573.684,541.947,1287.263,1113.579,2778.08,1193.28,1898.903,3160.966,2045.385,2246.125,1428.2,1406.706,2265.625,2601.889,2830.941,2418.846,5535.039,1718.68,2984.75,2201.5,2961.294,1622.682,3825.852,2090.2,2511.158,1642.25,1691.969,3632.225,1545.385,1438.47,1984.312,1996.061,1589.83,1921.655,1847.526,576.458,1348.5,462.593,1138.167,692.029,1115.552,355.217,1859.759,1255.326,909.733,1311.5,686.75,449.684,642.2,522.409,808.278,1792.333,834.148,1205.188,1647.543,2512.0,2128.625,541.417,728.789,786.209,1548.35,1773.125,1619.364,1441.947,2482.767,1762.714,1475.962,2282.333,678.778,779.971,1769.171,1698.419,2861.364,1946.979,1242.739,950.086,763.611,1286.089,358.2,442.568,1722.0,335.138,921.727,332.741,426.286,634.13,506.074,790.815,1386.095,1346.154,955.652,1387.923,939.92,789.68,1474.064,1439.741,476.214,1215.347,2240.804,3078.323,3263.072,2632.97,1756.788,939.238,1170.021,1221.037,647.038,776.567,641.72,1787.786,1306.464,491.667,2114.304,1968.348,702.632,551.667,1290.2,690.9,3265.536,1969.091,3491.838,818.0,674.133,867.241,1434.857,563.344,589.958,530.565,342.567,2018.818,1255.318,1339.75,1869.45,849.08,573.034,1623.478,2118.387,2032.423,876.727,454.346,1226.788,925.5,443.407,1412.643,1053.103,912.76,1363.025,599.741,750.694,1804.591,1483.417,687.172,891.238,1036.727,1592.68
1203.5,2312.059,2286.714,1444.417,2451.895,2921.095,1220.333,1550.054,2175.542,936.091,904.545,2606.85,1882.2,2896.615,2455.235,3784.615,1662.0,1924.267,1381.429,2784.79,3324.79,528.737,1359.263,1243.211,2924.92,1119.2,1873.677,3026.034,2171.692,2051.375,1465.25,1385.353,2364.125,2467.667,2721.412,2323.885,5840.231,1778.2,3258.792,2124.167,3174.088,1608.682,3705.296,2046.5,2594.79,1652.75,1644.344,3623.275,1463.462,1467.47,2052.781,1871.758,1620.234,1916.983,1867.342,506.75,1330.594,491.407,1174.5,684.412,1033.586,383.522,1843.828,1158.783,745.867,1243.0,632.083,439.737,580.667,445.909,800.861,1737.206,886.185,1225.969,1495.229,2390.194,2240.083,515.792,651.263,859.0,1363.3,1667.042,1564.091,1397.842,2453.8,1755.143,1398.423,2321.667,657.111,775.229,1818.886,1797.387,2768.136,1932.958,1218.478,921.943,870.667,1286.289,385.267,428.409,1637.0,372.517,855.273,348.889,398.905,716.565,568.0,819.259,1420.286,1436.744,924.13,1214.154,970.4,738.0,1423.936,1245.074,453.214,1236.347,2181.087,2973.064,3344.0,2634.788,1762.939,915.429,1177.702,1165.0,697.058,768.4,652.64,1973.881,1309.25,597.333,1930.174,1861.261,777.158,726.444,1307.05,726.6,3188.25,1863.788,3227.459,998.615,734.4,912.034,1592.571,687.656,632.292,544.13,426.567,2213.424,1224.273,1403.812,1916.05,863.72,744.552,1643.087,2000.613,2126.115,813.455,475.0,1234.212,928.5,540.111,1606.929,1163.828,877.96,1432.35,722.148,953.361,1535.455,1535.042,627.414,870.429,1056.818,1396.72
1157.857,2300.118,2381.619,1571.0,2272.263,2777.143,1170.095,1561.568,2301.125,934.182,994.818,2685.2,2005.6,3046.115,2854.412,3726.808,1757.875,2196.0,1491.5,3000.368,3699.316,470.684,1288.684,1090.684,2796.2,1208.2,1824.581,2940.793,1797.0,1799.0,1420.95,1271.177,1990.75,2585.222,2654.235,2272.423,5881.039,1829.08,3091.708,2123.056,3117.147,1578.909,3767.444,2047.525,2730.105,1664.05,1643.688,3633.15,1544.462,1437.867,2044.312,2017.879,1561.851,1939.603,1989.579,547.0,1303.094,519.778,1169.021,645.412,1010.862,370.696,1836.828,1295.0,787.0,1247.632,646.583,506.368,631.4,480.727,847.778,1746.143,811.296,1180.156,1705.0,2512.774,2246.542,504.958,651.0,832.395,1471.35,1742.792,1646.727,1243.368,2517.333,1672.786,1424.769,2398.083,670.444,786.086,1850.914,1851.774,2648.864,1985.729,1219.0,964.857,916.444,1365.956,354.867,439.045,1698.966,318.034,890.515,342.185,403.476,723.739,524.963,722.148,1474.619,1442.744,974.13,1219.346,901.08,691.2,1344.553,1319.444,466.214,1325.51,2151.739,2877.806,3196.714,2580.424,1810.303,919.595,1124.787,1180.889,683.115,719.633,657.4,2101.095,1280.786,574.167,1987.304,1935.261,834.421,618.389,1217.0,759.95,3441.428,1751.545,2873.568,975.769,874.733,1071.586,1607.8,732.938,693.167,595.957,491.5,2101.576,1172.0,1423.469,2110.95,999.24,635.207,1519.696,1938.355,2136.923,834.545,600.615,1242.636,945.364,543.148,1526.964,1119.138,829.0,1465.075,729.63,782.306,1583.182,1542.083,712.966,811.714,930.955,1351.6
1032.214,2178.706,2384.572,1366.0,2157.474,2820.524,1294.571,1495.595,2271.958,1030.636,1054.273,2473.6,1998.333,3021.423,2693.647,3668.885,1611.25,2498.6,1735.5,2841.842,3788.21,365.263,1131.632,998.579,2759.24,1119.92,1867.194,2918.896,1706.0,1771.875,1286.9,1168.882,2039.875,2536.722,2618.118,2229.577,5808.0,1710.08,3103.833,2138.444,3130.088,1538.909,3654.926,2111.25,2774.895,1677.7,1753.375,3539.25,1431.0,1621.301,1977.375,2048.0,1694.085,1925.259,1832.763,549.625,1302.938,482.333,1199.25,635.794,994.379,378.826,1753.414,1214.804,807.4,1198.553,823.167,402.211,567.467,478.727,817.528,1850.111,824.815,1156.062,1618.886,2307.258,2155.75,440.25,639.316,745.326,1456.65,1847.042,1560.545,1397.053,2426.933,1869.214,1421.077,2216.0,659.482,839.771,1718.971,1903.355,2941.318,1895.271,1418.13,959.743,872.222,1362.533,314.0,423.773,1732.828,343.793,805.697,336.778,397.524,764.783,470.741,769.222,1464.929,1503.436,996.609,1251.846,966.56,728.56,1365.745,1268.444,436.893,1323.449,2134.435,2978.516,3198.143,2521.939,1965.788,895.0,1091.106,1177.63,661.885,762.067,649.36,2652.928,1182.786,724.833,1784.652,1905.217,979.737,746.667,1182.6,788.425,3395.643,1538.273,2558.162,1008.846,1107.0,1265.586,1638.457,790.25,714.583,560.87,555.633,2083.879,1222.045,1426.594,1956.8,1143.12,743.586,1406.826,1873.0,2029.269,829.773,707.192,1500.849,1230.227,695.074,1551.607,1239.69,812.12,1394.6,824.222,1036.444,1251.682,1531.875,578.172,833.143,870.5,1182.52
1052.857,2251.706,2472.667,1486.167,2327.21,2955.286,1188.857,1536.27,2383.125,937.364,1007.636,2603.3,1833.933,2943.115,2749.941,3784.115,1630.375,2335.0,1703.786,2826.368,3652.632,427.737,1259.579,1172.684,2809.88,1175.0,1960.806,2933.621,1946.692,1969.5,1418.0,1351.765,2251.25,2530.111,2688.029,2265.846,5865.769,1738.88,3038.583,2195.278,3154.971,1624.455,3628.148,2075.625,2651.421,1806.35,1643.812,3505.65,1584.0,1527.289,2042.469,2012.303,1624.192,1824.207,1972.526,562.708,1340.625,492.074,1206.312,649.588,967.345,414.348,1821.034,1219.109,784.8,1304.947,761.167,466.526,584.467,432.864,845.222,1763.127,850.63,1171.375,1585.771,2344.968,2284.542,500.375,811.737,786.628,1391.6,1806.958,1534.909,1261.895,2535.2,1741.071,1454.308,2199.333,717.407,868.6,1888.543,1803.484,2743.182,1965.208,1328.391,963.314,837.444,1354.222,349.0,455.909,1675.69,341.862,863.121,343.815,426.905,666.348,559.556,719.444,1373.143,1473.077,1000.87,1297.615,949.92,800.28,1395.128,1378.037,460.071,1196.204,2191.891,2950.452,3129.928,2697.788,1804.97,839.81,1081.723,1147.037,636.327,787.067,583.92,3031.357,1109.107,828.389,1341.739,1819.478,1025.684,1073.833,930.5,1012.525,3067.428,1171.273,2096.135,1143.615,1187.133,1334.241,1549.029,985.406,938.833,656.87,569.0,2146.758,1231.682,1392.938,1952.4,1151.32,686.138,1439.957,1755.968,2182.0,746.045,726.423,1517.818,1258.091,670.815,1534.786,1236.448,598.12,1292.975,977.074,1054.139,1209.864,1602.0,685.138,779.667,769.455,1176.2
1084.786,2313.823,2496.095,1364.25,2246.895,2875.572,1207.095,1575.243,2284.125,904.545,1016.636,2640.4,1881.467,2883.154,2687.412,3741.923,1685.5,2276.667,1542.857,2894.842,3684.526,494.316,1338.211,1097.737,2828.88,1175.4,1838.355,2871.896,1964.462,1788.375,1387.6,1284.235,1951.75,2480.556,2748.5,2246.539,5747.461,1769.04,3260.208,2262.056,3053.471,1606.818,3791.704,2074.75,2712.21,1754.5,1633.438,3596.075,1658.769,1438.205,1998.469,2089.545,1724.362,1946.569,2006.263,552.25,1357.125,524.963,1199.5,697.971,994.724,357.13,1874.207,1264.696,896.533,1354.579,750.208,515.263,576.733,493.955,954.5,1773.635,879.815,1211.938,1748.829,2482.774,2314.708,548.375,656.789,803.953,1395.0,1713.583,1864.455,1225.474,2428.067,1735.214,1507.654,2493.917,662.148,868.514,1796.171,1895.968,2647.409,2071.25,1314.087,900.629,901.722,1343.356,410.6,441.432,1715.414,319.414,874.939,342.519,402.571,609.087,537.63,691.407,1366.357,1421.282,996.304,1336.846,990.24,819.24,1389.787,1463.111,467.786,1150.612,2173.109,2956.032,3225.964,2410.697,1744.151,855.81,1050.34,1036.63,662.827,687.467,577.12,2837.714,1173.821,768.778,1584.13,1819.435,1017.053,819.667,1115.7,887.925,3253.572,1348.242,1996.595,1044.923,1170.133,1306.034,1625.829,1118.156,932.125,640.565,662.967,2058.182,1268.364,1444.906,2053.1,1312.28,672.931,1428.435,1755.516,2142.577,773.909,720.769,1482.576,1171.818,705.222,1563.821,1233.931,765.64,1401.9,838.889,970.556,1401.5,1678.292,697.517,870.571,850.273,1319.84
1080.071,2293.235,2645.143,1438.75,2330.737,2954.667,1235.619,1557.162,2366.875,902.364,926.364,2544.8,1876.333,2992.077,2568.882,3799.692,1621.5,2091.667,1622.786,2632.0,3513.474,491.842,1310.474,1057.368,2918.36,1271.92,1855.258,3156.0,2101.539,2089.125,1406.1,1401.235,2273.25,2397.833,2815.088,2453.192,5762.269,1889.52,3179.042,2223.556,3154.059,1659.091,3938.593,2143.375,2823.316,1798.65,1538.375,3653.6,1557.154,1334.759,2079.781,2070.636,1599.0,1805.172,2056.71,489.625,1420.031,543.074,1143.562,719.382,963.862,352.304,1872.345,1265.196,821.467,1326.237,706.375,542.263,670.467,469.136,940.333,1782.063,970.556,1267.188,1831.143,2579.548,2262.333,536.708,810.053,796.767,1363.8,1535.25,1646.545,1207.421,2570.8,1794.786,1404.654,2576.25,729.482,920.457,1942.514,1892.387,2385.727,2138.25,1310.261,912.543,1011.444,1423.133,445.467,421.409,1656.862,314.379,857.061,353.519,408.857,634.783,525.0,742.0,1403.714,1377.359,972.13,1328.538,1015.0,729.84,1446.277,1480.333,439.107,1151.041,2108.109,2818.677,3312.357,2255.515,1832.03,937.69,976.489,992.259,645.404,776.533,536.88,2833.381,1141.071,791.722,1528.217,1804.043,1033.895,881.0,1116.55,836.7,3387.178,1609.515,2950.378,1177.154,859.867,1104.759,1525.057,644.438,618.25,546.304,491.233,2187.364,1241.091,1428.781,2062.7,1068.8,720.655,1468.739,1849.71,2154.539,783.773,555.231,1430.121,1128.182,618.741,1549.464,1249.552,816.48,1499.325,754.407,920.111,1493.409,1609.375,638.034,811.19,833.318,1353.88
1089.929,2407.471,2541.619,1451.75,2320.737,2934.857,1384.619,1571.973,2221.208,883.455,990.818,2802.95,1779.6,2961.115,2670.235,3748.308,1539.875,2170.133,1735.0,2845.895,3690.21,521.684,1202.737,1039.947,2824.4,1119.56,1890.387,2988.069,1949.615,1925.125,1286.05,1225.706,2056.5,2585.167,2738.588,2214.692,5790.154,1748.24,3133.167,2236.167,3034.5,1560.591,4018.185,2130.45,2769.842,1679.8,1576.625,3812.525,1433.154,1309.169,2060.031,2060.061,1537.298,1848.414,2067.421,543.458,1408.906,509.556,1217.833,664.324,1039.552,362.217,1842.31,1233.543,767.8,1315.868,637.75,526.158,649.067,534.318,913.694,1776.19,1025.778,1278.312,1764.314,2664.064,2290.125,566.917,832.789,803.186,1341.45,1609.583,1660.455,1155.211,2577.2,1790.214,1410.115,2480.875,755.222,908.0,1857.457,1775.258,2492.182,1998.312,1395.391,895.686,953.167,1451.489,383.133,418.409,1681.552,376.345,910.121,343.259,382.238,656.739,457.222,752.926,1258.905,1377.077,947.913,1364.731,986.72,862.68,1303.745,1534.556,466.607,1154.959,2151.457,3051.936,3182.572,2481.727,1684.758,882.667,1051.404,1152.333,676.327,733.467,586.36,2575.024,1208.214,835.333,1739.043,1815.0,1014.421,1009.944,1001.65,882.075,3416.072,1512.303,2774.622,1033.692,805.0,1004.069,1468.314,812.125,609.417,535.478,452.733,2009.364,1187.955,1369.281,2045.65,1002.0,679.414,1614.652,1857.258,2273.154,829.682,535.615,1337.364,1214.818,648.593,1550.821,1281.241,662.56,1398.625,884.407,974.722,1196.773,1589.75,602.828,794.048,639.409,1199.28
1095.357,2202.059,2521.952,1602.083,2307.053,2921.952,1195.524,1639.514,2262.375,776.727,919.818,2639.55,1892.733,3014.308,2557.706,3789.115,1726.375,2146.333,1432.5,2720.579,3510.737,467.526,1178.211,1161.947,2853.32,1124.0,1912.032,3013.241,2048.461,1855.875,1364.4,1339.765,2219.875,2527.0,2777.206,2351.654,5566.231,1838.8,3169.667,2207.778,3235.765,1570.5,3888.0,2164.925,2786.684,1721.65,1570.375,3735.175,1570.538,1427.88,2038.5,2026.97,1663.277,1841.172,1963.395,519.958,1318.75,528.667,1235.375,662.588,1007.655,315.913,1879.069,1299.978,833.467,1353.605,743.083,548.842,616.933,436.5,915.389,1850.032,899.074,1224.281,1720.743,2523.516,2260.958,566.833,728.263,721.884,1406.9,1698.875,1744.0,1290.579,2593.7,1672.5,1425.5,2306.042,642.296,833.743,1948.943,1893.871,2638.136,2105.729,1483.13,971.143,913.5,1419.133,348.067,446.682,1697.69,356.931,884.182,354.148,396.81,649.0,482.259,759.518,1351.143,1347.051,1008.478,1363.769,1067.2,848.36,1373.192,1650.296,450.429,1160.755,2196.652,2793.258,3267.0,2412.818,1715.576,860.143,1081.808,1076.111,651.077,786.633,523.0,2514.833,1261.75,760.722,1904.478,1957.13,809.632,653.056,1216.8,797.325,3322.357,1619.333,2568.108,1162.308,863.867,1033.862,1468.829,830.531,643.958,575.522,455.533,2018.333,1099.5,1377.531,2131.3,1024.36,661.931,1615.783,2025.452,2103.923,860.045,503.846,1317.091,884.5,524.518,1460.643,1122.552,787.36,1411.65,727.556,836.056,1520.591,1501.458,693.241,823.952,871.318,1285.64
1042.286,2024.177,2439.714,1443.75,2092.158,2931.333,1190.905,1650.784,2260.458,973.273,1013.727,2530.4,1801.8,3049.346,2747.353,3909.308,1575.625,2261.4,1699.214,2730.158,3745.368,494.053,1338.316,1087.789,2754.72,1213.8,1785.29,2938.414,1845.0,1736.25,1360.55,1264.529,2001.875,2667.167,2675.441,2406.808,5828.0,1698.44,3181.208,2273.167,3153.147,1627.5,3807.556,2059.6,2899.316,1717.3,1664.219,3678.875,1532.615,1473.542,2037.812,2092.303,1588.192,1793.259,1995.132,517.208,1351.25,507.259,1236.375,658.853,1022.172,393.826,1905.069,1217.087,834.533,1327.211,714.0,478.316,581.267,484.273,950.194,1808.079,894.148,1176.125,1759.0,2524.774,2158.917,535.917,776.579,783.186,1408.15,1804.125,1525.091,1338.947,2588.467,1700.786,1351.154,2520.042,692.37,840.543,1918.6,1802.323,2647.273,1992.333,1339.13,969.2,863.0,1428.844,400.2,437.773,1738.207,335.517,951.545,351.852,362.286,716.957,523.222,682.667,1398.619,1466.051,1031.913,1299.885,989.16,801.56,1320.851,1441.407,435.893,1266.02,2151.304,2985.194,3232.107,2616.879,1730.212,810.381,1036.532,1182.333,656.365,694.467,659.16,2657.048,1250.25,741.278,1763.87,1851.217,940.947,677.778,1180.15,731.775,3263.536,1752.909,2615.973,1113.923,1053.4,1110.276,1549.257,901.781,772.542,601.261,539.733,2227.667,1183.773,1383.781,2000.8,1177.16,677.517,1515.391,1833.839,2053.269,797.818,589.538,1366.818,1078.227,603.037,1480.964,1153.621,811.52,1380.425,772.704,874.556,1495.136,1506.042,663.138,806.429,871.045,1475.04
1073.714,2374.765,2603.19,1402.5,2212.053,2749.048,1311.286,1576.973,2360.875,891.455,1012.636,2593.15,2216.533,2916.308,2876.706,3662.077,1672.0,2428.667,1792.643,2692.105,3699.842,451.842,1288.947,1062.105,2692.48,1156.48,1785.129,2848.621,1502.846,1647.125,1280.7,1324.294,1900.125,2544.0,2554.235,2349.731,5963.154,1769.12,3232.667,2306.722,3351.882,1667.182,3823.926,2123.8,2760.474,1730.3,1646.344,3588.875,1484.231,1420.217,2038.281,2074.697,1593.234,1808.569,2058.395,561.167,1241.25,501.741,1231.188,665.471,1052.517,457.13,1724.379,1190.087,847.467,1313.237,686.0,528.421,564.667,511.227,903.889,1848.016,934.259,1182.938,1775.114,2497.903,2250.792,534.458,780.053,768.605,1323.2,1726.458,1609.909,1288.474,2548.167,1827.714,1411.192,2544.875,681.333,866.886,1901.543,1820.323,2337.227,2049.521,1251.522,910.486,879.056,1370.6,426.933,439.25,1607.379,378.862,979.576,313.481,369.571,656.87,507.778,700.222,1443.929,1449.026,1036.783,1309.5,1009.52,731.04,1226.447,1476.63,477.714,1290.469,2226.283,3057.419,3253.286,2445.545,1705.0,826.762,1037.617,1050.704,665.519,709.267,608.88,2535.143,1233.643,798.278,1730.174,1835.435,847.368,802.222,1202.95,680.5,3201.714,1805.576,3094.189,1037.385,911.667,1239.31,1487.086,632.719,485.083,522.783,557.6,2129.788,1227.045,1344.312,1986.25,1161.48,704.931,1524.0,1877.806,2133.192,772.864,671.577,1470.515,1183.0,627.593,1464.214,1248.552,824.88,1427.025,879.037,931.972,1384.136,1619.667,683.897,855.286,884.409,1403.08
995.214,2104.706,2458.667,1403.833,2193.421,2876.762,1190.286,1586.622,2267.0,963.727,1010.364,2604.45,2019.533,2990.731,2752.294,3687.577,1668.625,2441.6,1756.929,2719.158,3817.421,502.632,1320.368,998.053,2646.68,1103.88,1665.581,2888.621,1733.769,1823.375,1340.4,1291.294,2067.5,2570.111,2586.618,2148.039,5904.192,1684.08,3233.708,2347.444,3301.823,1672.909,3858.037,1997.2,2907.368,1652.75,1656.094,3707.975,1461.923,1454.0,2016.688,2021.091,1631.404,1871.103,2091.947,551.042,1312.125,532.741,1238.896,676.912,1020.276,427.13,1926.414,1197.63,770.6,1356.158,680.292,484.526,510.533,475.045,966.139,1749.968,949.185,1253.5,1819.086,2440.903,2184.833,619.375,745.579,824.698,1253.65,1820.75,1743.273,1254.737,2607.6,1698.143,1468.885,2425.875,671.482,911.571,2055.343,1900.645,2652.227,2130.938,1288.304,961.6,938.278,1325.689,412.4,489.273,1627.241,362.172,1010.788,311.963,362.286,706.652,532.593,702.296,1392.929,1464.795,1064.261,1242.077,1060.6,777.28,1196.447,1397.222,466.857,1186.714,2209.283,2942.936,3317.572,2599.273,1707.818,826.333,1067.277,1074.37,662.115,665.667,628.28,2593.214,1206.0,785.611,1942.87,1898.696,763.211,719.778,1174.85,726.725,3294.536,1453.97,2502.162,1094.923,929.0,978.31,1474.486,822.312,739.083,521.696,522.167,2087.182,1317.364,1449.156,1991.0,994.28,670.517,1562.043,1910.419,2112.0,795.0,507.385,1481.788,891.864,432.259,1477.929,1099.483,815.28,1350.775,742.556,790.333,1610.909,1478.542,662.517,757.857,912.136,1472.64
1034.214,2379.529,2551.905,1538.75,2366.105,2863.952,1260.19,1661.865,2290.208,1032.636,1067.0,2684.3,2130.733,3026.615,2978.765,3731.654,1625.375,2496.2,1816.286,2842.474,3871.526,484.105,1149.842,1120.526,2606.6,1116.28,1764.903,2911.483,1687.077,1575.125,1307.75,1242.0,1923.625,2624.833,2597.088,2272.154,5765.077,1760.76,3127.75,2341.889,3275.353,1652.5,3859.037,2194.1,2846.632,1801.2,1527.406,3765.475,1713.846,1365.41,2059.188,2003.606,1612.383,1757.724,2029.605,585.875,1342.469,556.222,1218.979,746.706,1042.414,317.522,1762.448,1185.348,869.333,1313.474,649.667,493.947,574.533,496.818,940.028,1856.318,909.037,1235.5,1760.8,2532.968,2309.667,562.833,724.842,790.372,1212.95,1691.875,1622.273,1215.421,2356.267,1649.143,1337.462,2527.417,641.148,832.914,2018.314,1747.226,2435.364,2061.188,1322.652,924.914,911.167,1440.089,347.6,442.045,1585.621,357.138,1043.303,331.889,364.143,736.13,504.0,765.407,1596.071,1562.385,1249.261,1206.192,1048.4,649.96,1125.255,1352.074,489.286,1341.184,2051.826,3115.452,3198.678,2650.182,1866.727,850.714,1049.021,1129.148,667.769,741.8,727.24,2428.476,1318.393,695.611,1741.826,1851.217,865.737,731.111,1177.15,797.25,3316.464,1811.151,3374.973,997.308,694.267,851.517,1399.257,620.125,476.417,519.304,431.333,1984.273,1137.364,1362.094,1932.55,917.52,637.241,1641.348,1860.0,2085.385,748.591,472.077,1310.212,989.409,551.0,1445.179,1068.172,812.88,1362.0,663.593,822.556,1614.045,1471.583,609.276,809.429,878.045,1460.8
